THI,RH (%),Ruminating,Eating,Lactation,DIM
80.80666666666666,48.55,0,1569,2,305
79.80833333333334,54.96666666666667,1089,1251,2,305
77.85833333333333,60.516666666666666,1140,0,2,305
77.03,62.13333333333333,2160,480,2,305
76.45666666666666,63.0,1431,120,2,305
75.40333333333334,63.8,2349,0,2,306
74.88666666666667,65.26666666666667,1200,0,2,306
73.825,67.88333333333334,1629,720,2,306
73.85666666666665,67.01666666666667,1551,189,2,306
74.56333333333333,66.18333333333334,0,3600,2,306
75.71666666666667,63.55,0,1791,2,306
77.20666666666666,57.73333333333333,0,0,2,306
78.91333333333334,52.36666666666667,240,1149,2,306
80.47,51.41666666666666,2889,111,2,306
81.47833333333332,49.1,1671,360,2,306
82.06833333333334,48.766666666666666,1860,489,2,306
82.96000000000001,49.78333333333333,1629,471,2,306
83.605,50.266666666666666,1431,660,2,306
83.78500000000001,48.85,840,2529,2,306
83.86999999999999,48.55,120,1971,2,306
83.17,49.88333333333333,909,1311,2,306
82.72,51.583333333333336,1491,1380,2,306
81.69166666666666,55.28333333333333,609,0,2,306
80.58166666666666,62.833333333333336,3051,120,2,306
79.115,63.81666666666667,2751,0,2,306
78.50666666666666,64.01666666666667,1140,1740,2,307
78.41833333333334,66.68333333333334,2109,0,2,307
76.67333333333333,69.93333333333334,2160,420,2,307
76.11333333333333,70.01666666666667,411,1749,2,307
76.09666666666666,68.71666666666667,0,651,2,307
76.58166666666666,66.93333333333334,1440,1860,2,307
77.635,64.55,549,1500,2,307
78.855,59.75,1551,1140,2,307
80.24833333333332,54.833333333333336,369,0,2,307
81.25333333333333,54.38333333333333,2031,240,2,307
82.385,53.63333333333333,1680,189,2,307
83.225,53.583333333333336,1629,1851,2,307
83.91666666666667,53.05,2640,0,2,307
84.42333333333333,49.98333333333333,1311,900,2,307
84.685,50.266666666666666,0,3009,2,307
84.195,46.21666666666667,729,1371,2,307
84.175,47.35,1251,780,2,307
83.49,46.43333333333333,1140,2409,2,307
83.1,49.9,0,351,2,307
82.26,59.13333333333333,1440,0,2,307
81.17666666666668,61.13333333333333,60,1800,2,307
80.29833333333333,61.333333333333336,3429,0,2,307
80.37833333333333,62.2,600,360,2,307
80.325,63.71666666666667,1791,1200,2,308
79.75999999999999,65.45,849,0,2,308
78.11,70.86666666666666,2391,540,2,308
77.225,73.5,1680,1389,2,308
76.32166666666667,73.28333333333333,729,831,2,308
75.58999999999999,69.78333333333333,1851,249,2,308
75.425,68.31666666666666,1569,1431,2,308
75.115,61.91666666666666,651,1620,2,308
75.69666666666667,59.5,9,0,2,308
77.02166666666668,55.6,2160,0,2,308
77.925,47.53333333333333,831,1800,2,308
80.59666666666666,51.61666666666667,660,1431,2,308
80.83999999999999,50.333333333333336,2889,60,2,308
80.64666666666668,51.53333333333333,351,1860,2,308
80.68333333333334,51.3,2340,669,2,308
80.31833333333334,52.48333333333333,0,1500,2,308
79.96166666666666,50.73333333333333,420,60,2,308
79.52666666666667,52.65,789,1971,2,308
78.79,52.25,3051,0,2,308
78.48666666666666,55.7,789,360,2,308
78.30666666666666,62.61666666666667,1851,909,2,308
74.26666666666667,73.71666666666667,1089,831,2,308
71.22666666666667,75.86666666666666,780,540,2,309
70.24833333333332,82.96666666666667,1080,0,2,309
69.94666666666667,84.31666666666666,2211,0,2,309
68.975,89.76666666666667,2940,0,2,309
69.4,87.8,291,2520,2,309
70.07833333333333,86.36666666666666,0,0,2,309
71.56166666666667,85.58333333333333,1740,609,2,309
72.08833333333334,83.41666666666667,0,2391,2,309
72.84833333333333,73.05,60,240,2,309
73.61833333333334,69.53333333333333,1440,0,2,309
75.685,63.8,840,1569,2,309
76.66499999999999,54.03333333333333,2469,291,2,309
77.22,50.86666666666667,111,2529,2,309
78.30833333333334,50.88333333333333,0,2400,2,309
78.79166666666667,50.93333333333333,909,51,2,309
78.955,49.88333333333333,2451,300,2,309
78.02,54.516666666666666,1380,969,2,309
76.47166666666666,51.85,120,2331,2,309
75.68833333333333,60.766666666666666,1320,120,2,309
74.45833333333333,68.73333333333333,120,1380,2,309
73.60166666666667,68.05,549,0,2,309
72.62666666666668,65.71666666666667,1191,780,2,309
71.89,60.16666666666666,2220,309,2,310
71.33500000000001,63.516666666666666,729,171,2,310
70.355,65.53333333333333,2211,0,2,310
69.94833333333332,64.71666666666667,1749,720,2,310
70.78,64.13333333333334,0,3600,2,310
71.42666666666668,66.55,0,951,2,310
73.67,57.15,0,0,2,310
73.85166666666667,65.08333333333333,1560,189,2,310
73.54333333333334,71.15,0,3171,2,310
74.25500000000001,62.91666666666666,2820,0,2,310
75.38833333333334,59.61666666666667,0,240,2,310
77.20166666666667,49.73333333333333,489,360,2,310
77.905,44.21666666666667,2571,849,2,310
77.66833333333334,42.11666666666667,1380,1491,2,310
77.93,42.266666666666666,120,1449,2,310
78.44166666666666,43.21666666666667,180,1611,2,310
78.16833333333334,44.18333333333333,1080,189,2,310
78.31,49.61666666666667,849,1431,2,310
77.195,55.5,771,1140,2,310
75.89666666666668,62.11666666666667,489,0,2,310
74.9,62.88333333333333,2880,600,2,310
73.04833333333333,65.08333333333333,1080,1569,2,311
72.44833333333332,66.38333333333334,369,891,2,311
72.14666666666668,67.4,1611,840,2,311
72.09166666666667,67.6,1149,0,2,311
71.72666666666667,68.5,231,1809,2,311
72.29666666666667,67.38333333333334,240,351,2,311
73.42333333333333,64.35,429,0,2,311
75.10333333333332,57.516666666666666,2631,0,2,311
76.6,55.06666666666667,2649,0,2,311
77.72166666666666,51.85,1971,1089,2,311
78.59833333333333,49.13333333333333,369,2091,2,311
79.83666666666666,47.88333333333333,1251,840,2,311
81.26333333333334,47.36666666666667,1431,840,2,311
81.16333333333334,46.56666666666667,60,1320,2,311
81.42,45.63333333333333,1569,240,2,311
81.54666666666667,46.91666666666666,1071,2229,2,311
81.20833333333333,47.23333333333333,849,831,2,311
80.53999999999999,49.43333333333333,111,1620,2,311
79.97666666666667,55.75,720,1620,2,311
78.545,57.03333333333333,1209,0,2,311
77.43,58.56666666666667,1911,1329,2,311
76.175,64.85,2293,167,2,312
75.455,66.16666666666667,587,1260,2,312
75.13166666666666,67.75,2640,0,2,312
74.58,70.75,553,0,2,312
74.12666666666668,73.03333333333333,1547,1753,2,312
74.59333333333332,73.23333333333333,613,1487,2,312
76.12333333333332,69.53333333333333,1007,900,2,312
77.90333333333334,63.85,1753,720,2,312
79.78166666666667,63.5,407,1680,2,312
80.90666666666667,59.9,793,0,2,312
81.54666666666667,55.53333333333333,1667,480,2,312
81.875,50.516666666666666,2473,300,2,312
81.72,45.9,2220,0,2,312
82.3,46.85,1260,0,2,312
82.49166666666666,44.95,1187,2233,2,312
82.18833333333333,42.85,0,887,2,312
81.8,40.016666666666666,733,0,2,312
81.51833333333335,40.63333333333333,1847,1753,2,312
81.71499999999999,47.23333333333333,1380,720,2,312
80.46333333333334,50.36666666666667,0,887,2,312
79.34833333333333,54.96666666666667,1200,480,2,312
78.05333333333333,57.0,2207,1393,2,312
77.885,61.41666666666666,0,527,2,313
77.79833333333333,63.7,433,0,2,313
76.88333333333334,67.55,2880,0,2,313
75.39,67.3,1247,1260,2,313
74.82,68.58333333333333,2233,420,2,313
74.63666666666667,73.05,467,1260,2,313
76.61666666666666,68.21666666666667,1813,947,2,313
77.56666666666666,59.35,1800,0,2,313
78.67166666666667,53.36666666666667,1547,793,2,313
79.905,50.6,313,1547,2,313
81.05833333333334,51.65,2267,673,2,313
81.69833333333332,50.56666666666667,673,1187,2,313
82.38833333333334,49.35,2147,73,2,313
82.78666666666666,47.9,180,1907,2,313
83.40833333333333,48.46666666666667,840,0,2,313
83.625,49.05,1213,1560,2,313
83.28333333333333,44.6,2087,180,2,313
83.45333333333333,48.53333333333333,1080,1093,2,313
82.75833333333334,51.95,1393,947,2,313
81.33999999999999,54.25,767,0,2,313
79.95833333333333,58.8,0,1080,2,313
78.80833333333334,58.36666666666667,793,0,2,313
77.86999999999999,61.25,827,1093,2,313
77.62333333333332,67.16666666666667,1513,767,2,314
73.96000000000001,50.6,0,3480,2,379
74.68333333333334,51.3,840,1980,2,379
75.67166666666667,47.63333333333333,3120,480,2,379
76.63166666666666,43.98333333333333,566,1174,2,379
77.05,43.31666666666667,1234,1946,2,379
77.04333333333334,44.56666666666667,300,2580,2,379
76.96000000000001,48.23333333333333,3512,88,2,379
75.75666666666666,49.21666666666667,1260,660,2,379
73.87666666666668,51.66666666666666,3420,180,2,379
72.72833333333332,57.86666666666667,28,120,2,379
72.03166666666667,60.16666666666666,0,0,2,379
71.15,64.1,1500,120,2,380
70.61666666666666,64.43333333333334,2492,0,2,380
69.70166666666667,66.08333333333333,628,2132,2,380
69.45166666666667,66.38333333333334,872,2248,2,380
69.68833333333333,65.71666666666667,808,0,2,380
70.58999999999999,64.36666666666666,0,1592,2,380
71.52333333333333,62.05,540,2220,2,380
72.66499999999999,60.35,2160,328,2,380
74.62166666666667,54.73333333333333,1680,240,2,380
75.61,40.21666666666667,1500,452,2,380
76.24666666666667,38.31666666666667,0,3300,2,380
76.58,35.13333333333333,992,2068,2,380
77.295,33.88333333333333,988,1800,2,380
77.46499999999999,34.21666666666667,2100,1412,2,380
77.53333333333333,34.88333333333333,1292,688,2,380
77.79166666666667,37.16666666666666,300,0,2,380
77.83666666666666,40.71666666666667,28,2972,2,380
77.43666666666667,44.48333333333333,1560,1320,2,380
76.30333333333333,48.7,1832,988,2,380
73.66333333333334,56.66666666666666,2100,0,2,380
72.79166666666667,57.98333333333333,1772,0,2,380
72.07666666666667,61.4,2460,0,2,381
71.875,61.66666666666666,0,0,2,381
71.055,64.91666666666667,720,32,2,381
70.28666666666666,69.5,0,3448,2,381
69.82833333333333,70.23333333333333,1020,2012,2,381
70.74,68.31666666666666,872,2188,2,381
74.42333333333333,56.18333333333333,1140,0,2,381
76.365,49.81666666666667,1888,1472,2,381
77.445,45.5,452,1948,2,381
81.01166666666667,42.91666666666666,732,1788,2,381
80.92833333333333,41.6,768,2172,2,381
81.07833333333333,40.86666666666667,2052,360,2,381
81.225,45.833333333333336,0,2988,2,381
80.80666666666666,48.55,1548,72,2,381
79.80833333333334,54.96666666666667,1200,60,2,381
77.85833333333333,60.516666666666666,852,0,2,381
77.03,62.13333333333333,2268,60,2,381
74.88666666666667,65.26666666666667,1860,0,2,382
74.10166666666666,67.4,0,0,2,382
73.825,67.88333333333334,0,2508,2,382
73.85666666666665,67.01666666666667,300,1800,2,382
75.71666666666667,63.55,828,0,2,382
77.20666666666666,57.73333333333333,1332,60,2,382
78.91333333333334,52.36666666666667,0,2448,2,382
80.47,51.41666666666666,120,3000,2,382
81.47833333333332,49.1,1728,612,2,382
82.06833333333334,48.766666666666666,2592,360,2,382
82.96000000000001,49.78333333333333,1248,240,2,382
83.605,50.266666666666666,1620,840,2,382
83.78500000000001,48.85,132,2508,2,382
83.86999999999999,48.55,0,2640,2,382
83.57666666666667,48.516666666666666,1740,1080,2,382
83.17,49.88333333333333,60,1140,2,382
82.72,51.583333333333336,1188,1332,2,382
81.69166666666666,55.28333333333333,1020,420,2,382
80.58166666666666,62.833333333333336,972,1860,2,382
79.67,62.93333333333333,2808,0,2,382
78.50666666666666,64.01666666666667,2563,0,2,383
78.41833333333334,66.68333333333334,377,0,2,383
76.67333333333333,69.93333333333334,1277,0,2,383
76.11333333333333,70.01666666666667,600,1783,2,383
76.09666666666666,68.71666666666667,0,2760,2,383
80.24833333333332,54.833333333333336,0,3420,2,383
81.25333333333333,54.38333333333333,2460,317,2,383
82.385,53.63333333333333,1440,240,2,383
83.225,53.583333333333336,2983,480,2,383
83.91666666666667,53.05,1020,2460,2,383
84.42333333333333,49.98333333333333,737,1980,2,383
84.685,50.266666666666666,720,2383,2,383
84.195,46.21666666666667,0,3180,2,383
84.175,47.35,420,2400,2,383
83.49,46.43333333333333,523,2297,2,383
83.1,49.9,3600,0,2,383
82.26,59.13333333333333,1757,120,2,383
81.17666666666668,61.13333333333333,43,0,2,383
80.29833333333333,61.333333333333336,1337,1500,2,383
80.37833333333333,62.2,1903,840,2,383
80.325,63.71666666666667,2057,300,2,384
79.75999999999999,65.45,763,0,2,384
78.11,70.86666666666666,420,163,2,384
77.225,73.5,420,3000,2,384
76.32166666666667,73.28333333333333,643,2237,2,384
75.425,68.31666666666666,1740,600,2,384
75.115,61.91666666666666,900,900,2,384
75.69666666666667,59.5,840,2230,2,384
77.02166666666668,55.6,370,2990,2,384
77.925,47.53333333333333,1620,1380,2,384
80.59666666666666,51.61666666666667,2880,600,2,384
80.83999999999999,50.333333333333336,1020,2400,2,384
80.64666666666668,51.53333333333333,1010,2410,2,384
80.68333333333334,51.3,1680,1730,2,384
80.31833333333334,52.48333333333333,300,2290,2,384
79.96166666666666,50.73333333333333,190,2510,2,384
79.52666666666667,52.65,3170,430,2,384
78.48666666666666,55.7,310,2570,2,384
78.30666666666666,62.61666666666667,1310,1860,2,384
74.26666666666667,73.71666666666667,2950,480,2,384
71.22666666666667,75.86666666666666,1320,0,2,385
70.24833333333332,82.96666666666667,2580,180,2,385
69.94666666666667,84.31666666666666,2640,300,2,385
69.17666666666668,86.96666666666667,1970,1440,2,385
71.56166666666667,85.58333333333333,1320,998,2,385
72.08833333333334,83.41666666666667,0,1380,2,385
72.84833333333333,73.05,0,2400,2,385
73.61833333333334,69.53333333333333,2438,142,2,385
75.685,63.8,1800,338,2,385
76.66499999999999,54.03333333333333,2618,262,2,385
77.22,50.86666666666667,622,2460,2,385
78.30833333333334,50.88333333333333,0,1740,2,385
78.79166666666667,50.93333333333333,1440,1838,2,385
78.955,49.88333333333333,0,1342,2,385
78.02,54.516666666666666,38,180,2,385
76.47166666666666,51.85,2122,60,2,385
75.68833333333333,60.766666666666666,720,1238,2,385
74.45833333333333,68.73333333333333,1238,1522,2,385
73.60166666666667,68.05,1282,0,2,385
72.62666666666668,65.71666666666667,1380,120,2,385
71.89,60.16666666666666,1898,120,2,386
70.355,65.53333333333333,0,0,2,386
70.10833333333333,65.06666666666666,720,360,2,386
69.94833333333332,64.71666666666667,218,1380,2,386
70.09166666666667,63.05,1642,0,2,386
70.78,64.13333333333334,0,0,2,386
71.42666666666668,66.55,0,180,2,386
73.67,57.15,0,3578,2,386
73.85166666666667,65.08333333333333,540,2602,2,386
73.54333333333334,71.15,2498,960,2,386
74.25500000000001,62.91666666666666,982,180,2,386
75.38833333333334,59.61666666666667,1860,540,2,386
77.20166666666667,49.73333333333333,1478,360,2,386
77.905,44.21666666666667,502,1560,2,386
77.66833333333334,42.11666666666667,300,2738,2,386
77.93,42.266666666666666,840,2422,2,386
78.44166666666666,43.21666666666667,2018,600,2,386
78.16833333333334,44.18333333333333,22,540,2,386
78.31,49.61666666666667,0,2378,2,386
77.195,55.5,2400,622,2,386
74.30166666666668,63.6,1178,0,2,386
73.59833333333333,64.25,982,0,2,387
72.09166666666667,67.6,1642,1380,2,387
71.72666666666667,68.5,0,3218,2,387
72.29666666666667,67.38333333333334,2258,1282,2,387
73.42333333333333,64.35,742,120,2,387
75.10333333333332,57.516666666666666,1200,0,2,387
76.6,55.06666666666667,1178,0,2,387
77.72166666666666,51.85,3022,338,2,387
78.59833333333333,49.13333333333333,1620,1980,2,387
79.83666666666666,47.88333333333333,638,1822,2,387
80.17333333333333,44.63333333333333,1702,1080,2,387
81.26333333333334,47.36666666666667,1440,540,2,387
81.16333333333334,46.56666666666667,0,0,2,387
81.42,45.63333333333333,840,1418,2,387
81.54666666666667,46.91666666666666,0,3540,2,387
81.20833333333333,47.23333333333333,1898,1282,2,387
79.97666666666667,55.75,1405,1320,2,387
78.545,57.03333333333333,1835,360,2,387
76.775,59.65,1080,0,2,387
76.74666666666667,63.81666666666667,1200,0,2,388
74.58,70.75,0,3420,2,388
74.12666666666668,73.03333333333333,515,2365,2,388
74.59333333333332,73.23333333333333,2160,60,2,388
77.90333333333334,63.85,1560,1020,2,388
79.78166666666667,63.5,25,2640,2,388
80.90666666666667,59.9,1800,0,2,388
81.54666666666667,55.53333333333333,1680,0,2,388
81.875,50.516666666666666,2315,780,2,388
81.72,45.9,2580,360,2,388
82.49166666666666,44.95,720,1740,2,388
82.18833333333333,42.85,1295,1885,2,388
81.8,40.016666666666666,565,2315,2,388
81.51833333333335,40.63333333333333,635,2245,2,388
81.71499999999999,47.23333333333333,1800,240,2,388
80.46333333333334,50.36666666666667,1225,1355,2,388
79.34833333333333,54.96666666666667,1595,925,2,388
77.885,61.41666666666666,2700,540,2,389
77.79833333333333,63.7,618,0,2,389
76.88333333333334,67.55,120,0,2,389
75.39,67.3,0,1242,2,389
74.82,68.58333333333333,1602,1578,2,389
75.33999999999999,74.63333333333334,2340,429,2,389
76.61666666666666,68.21666666666667,840,2331,2,389
77.56666666666666,59.35,660,1389,2,389
78.67166666666667,53.36666666666667,1620,60,2,389
79.905,50.6,3231,0,2,389
81.69833333333332,50.56666666666667,2811,489,2,389
82.38833333333334,49.35,1440,1800,2,389
82.78666666666666,47.9,69,2520,2,389
83.40833333333333,48.46666666666667,1851,1080,2,389
83.625,49.05,660,1800,2,389
83.28333333333333,44.6,1449,891,2,389
83.45333333333333,48.53333333333333,0,2709,2,389
82.75833333333334,51.95,3051,0,2,389
81.33999999999999,54.25,2160,240,2,389
79.95833333333333,58.8,1920,360,2,389
78.80833333333334,58.36666666666667,3300,0,2,389
77.86999999999999,61.25,1620,1260,2,389
77.62333333333332,67.16666666666667,2469,420,2,390
77.05,43.31666666666667,0,1895,2,181
77.32833333333333,43.88333333333333,1200,240,2,181
77.78999999999999,47.45,60,1705,2,181
77.04333333333334,44.56666666666667,60,2975,2,181
72.03166666666667,60.16666666666666,0,3505,2,181
70.08999999999999,65.06666666666666,2005,995,2,182
69.45166666666667,66.38333333333334,2615,180,2,182
69.68833333333333,65.71666666666667,1620,625,2,182
70.58999999999999,64.36666666666666,0,3600,2,182
74.97166666666666,42.016666666666666,0,3398,2,182
76.24666666666667,38.31666666666667,1320,1740,2,182
77.53333333333333,34.88333333333333,1716,1464,2,182
77.83666666666666,40.71666666666667,0,3324,2,182
77.43666666666667,44.48333333333333,1416,960,2,182
76.30333333333333,48.7,2400,0,2,182
74.64833333333333,55.23333333333333,384,2376,2,182
73.66333333333334,56.66666666666666,1236,1344,2,182
72.07666666666667,61.4,2263,300,2,183
69.82833333333333,70.23333333333333,797,2563,2,183
77.445,45.5,0,3283,2,183
80.16000000000001,44.28333333333333,1380,240,2,183
81.07833333333333,40.86666666666667,0,1788,2,183
81.225,45.833333333333336,1200,912,2,183
80.80666666666666,48.55,0,1848,2,183
79.80833333333334,54.96666666666667,1020,360,2,183
77.85833333333333,60.516666666666666,1380,1812,2,183
77.03,62.13333333333333,852,1308,2,183
74.10166666666666,67.4,900,1161,2,184
75.71666666666667,63.55,1500,441,2,184
77.20666666666666,57.73333333333333,0,3540,2,184
83.78500000000001,48.85,840,1065,2,184
83.86999999999999,48.55,120,1215,2,184
79.67,62.93333333333333,0,1665,2,184
79.115,63.81666666666667,2175,180,2,184
78.50666666666666,64.01666666666667,45,195,2,185
77.70166666666667,67.45,3540,0,2,185
76.67333333333333,69.93333333333334,1185,15,2,185
76.58166666666666,66.93333333333334,1005,2520,2,185
77.635,64.55,0,15,2,185
78.855,59.75,480,2820,2,185
83.225,53.583333333333336,780,1560,2,185
84.175,47.35,0,0,2,185
81.17666666666668,61.13333333333333,1680,1920,2,185
80.29833333333333,61.333333333333336,675,645,2,185
80.37833333333333,62.2,1965,135,2,185
79.75999999999999,65.45,2655,0,2,186
79.18166666666666,66.16666666666667,1980,0,2,186
78.11,70.86666666666666,1185,135,2,186
77.225,73.5,660,2160,2,186
76.32166666666667,73.28333333333333,900,1185,2,186
75.58999999999999,69.78333333333333,360,2775,2,186
80.68333333333334,51.3,0,3180,2,186
78.48666666666666,55.7,1620,0,2,186
74.26666666666667,73.71666666666667,60,540,2,186
71.22666666666667,75.86666666666666,0,56,2,187
70.24833333333332,82.96666666666667,2704,0,2,187
69.94666666666667,84.31666666666666,1736,1680,2,187
68.975,89.76666666666667,300,1560,2,187
69.4,87.8,1144,356,2,187
70.07833333333333,86.36666666666666,2100,360,2,187
71.56166666666667,85.58333333333333,836,484,2,187
72.08833333333334,83.41666666666667,0,3536,2,187
75.685,63.8,1556,360,2,187
78.30833333333334,50.88333333333333,0,119,2,187
78.02,54.516666666666666,960,2580,2,187
76.47166666666666,51.85,1921,539,2,187
75.68833333333333,60.766666666666666,1619,1501,2,187
74.45833333333333,68.73333333333333,0,1679,2,187
72.62666666666668,65.71666666666667,3061,0,2,187
71.89,60.16666666666666,2340,0,2,188
70.78,64.13333333333334,659,2400,2,188
77.66833333333334,42.11666666666667,120,1561,2,188
78.31,49.61666666666667,1080,720,2,188
77.195,55.5,660,0,2,188
75.89666666666668,62.11666666666667,1439,1801,2,188
